entry_date,exit_date,dias,entry_price,exit_price,stop_inicial,shares,pnl,pnl_pct,saida,equity_pos
2020-06-02,2020-06-26,24,6.62,6.59,5.88,1518.33,-43.68,-0.43,trailing,111524.78
2020-07-21,2020-08-11,21,7.94,7.80,7.31,1775.68,-250.33,-1.78,trailing,111274.45
2020-10-20,2020-10-27,7,8.92,8.21,8.17,1481.27,-1052.65,-7.97,trailing,110221.80
2021-12-07,2021-12-22,15,7.60,7.16,6.64,1145.29,-514.04,-5.90,trailing,109707.76
2022-08-15,2022-08-18,3,4.79,4.23,4.31,2294.31,-1287.18,-11.71,stop,108420.57
2022-09-30,2022-10-14,14,5.23,5.10,4.69,2003.41,-259.38,-2.48,trailing,108161.19
2023-01-31,2023-02-03,3,3.82,3.50,3.39,2552.20,-815.06,-8.37,trailing,107346.13
2023-06-01,2023-07-06,35,2.78,3.48,2.48,3553.39,2484.30,25.16,trailing,109830.42
2023-11-22,2024-01-03,42,3.24,3.64,2.85,2872.39,1165.24,12.53,trailing,110995.67
2024-02-28,2024-03-15,16,4.36,4.25,3.97,2851.37,-319.94,-2.57,trailing,110675.72
2024-07-15,2024-07-18,3,3.41,3.06,3.10,3542.16,-1222.94,-10.13,stop,109452.79
2025-02-14,2025-02-24,10,2.18,1.94,1.92,4154.00,-1021.02,-11.26,trailing,108431.77
2025-03-25,2025-04-07,13,2.41,2.19,2.11,3676.29,-795.17,-8.98,trailing,107636.61
2021-09-13,2021-10-07,24,17.80,18.08,16.44,738.21,208.60,1.59,trailing,100208.60
2022-03-22,2022-04-22,31,14.09,15.32,12.92,856.71,1056.12,8.75,trailing,101264.72
2022-07-27,2022-09-13,48,15.76,17.49,14.73,985.13,1698.82,10.94,trailing,102963.53
2023-01-24,2023-01-31,7,20.32,18.97,19.04,807.71,-1091.48,-6.65,stop,101872.06
2023-11-16,2023-12-04,18,12.93,12.29,11.73,849.74,-543.54,-4.95,trailing,101328.52
2025-01-27,2025-02-21,25,6.52,6.84,5.88,1587.59,500.52,4.83,trailing,101829.04
2025-04-03,2025-04-08,5,8.32,7.56,7.51,1265.07,-959.71,-9.12,trailing,100869.33
2025-04-23,2025-06-13,51,8.57,10.77,7.68,1137.58,2496.18,25.60,trailing,103365.51
2025-11-17,2025-11-21,4,9.61,8.89,8.98,1647.03,-1186.43,-7.49,stop,102179.08
2026-02-11,2026-02-26,15,9.23,9.43,8.54,1489.49,297.90,2.17,fim_periodo,102476.98
2022-10-31,2022-11-07,7,11.69,11.20,10.95,1362.51,-661.69,-4.16,trailing,99338.31
2023-04-28,2023-05-09,11,12.36,12.03,11.85,1607.38,-524.82,-2.64,trailing,98813.49
2024-05-27,2024-06-12,16,12.18,12.00,11.70,1622.75,-290.15,-1.47,trailing,98523.34
2025-02-14,2025-02-26,12,8.41,8.02,7.93,2036.60,-809.23,-4.72,trailing,97714.11
2025-04-22,2025-06-20,59,8.01,9.80,7.50,1936.38,3473.04,22.40,trailing,101187.15
2025-08-07,2025-09-02,26,9.92,10.12,9.32,1694.93,338.99,2.02,trailing,101526.14
2025-10-23,2025-10-29,6,11.65,10.72,10.94,1429.95,-1329.85,-7.98,stop,100196.29
2025-11-27,2025-12-16,19,12.36,12.15,11.45,1103.48,-231.73,-1.70,trailing,99964.56
2018-07-06,2018-07-17,11,35.32,33.16,32.43,345.82,-747.23,-6.12,trailing,99252.77
2018-09-27,2018-11-08,42,34.03,35.83,31.58,404.78,728.40,5.29,trailing,99981.17
2018-11-28,2019-01-11,44,41.01,42.55,37.77,308.27,476.13,3.77,trailing,100457.30
2020-06-02,2020-06-16,14,38.60,35.31,33.84,211.12,-693.53,-8.51,trailing,99763.78
2020-07-06,2020-07-24,18,41.06,42.13,37.46,276.84,295.56,2.60,trailing,100059.34
2020-09-09,2020-09-11,2,49.46,45.79,45.47,250.80,-920.68,-7.42,trailing,99138.66
2020-11-04,2020-12-10,36,53.09,57.65,49.02,243.91,1113.23,8.60,trailing,100251.89
2021-01-28,2021-02-25,28,60.13,59.90,56.42,270.27,-62.68,-0.39,trailing,100189.20
2021-05-14,2021-07-26,73,69.47,80.03,65.34,242.68,2561.59,15.19,trailing,102750.79
2022-03-29,2022-04-22,24,76.35,76.61,71.02,192.89,50.12,0.34,trailing,102800.91
2022-07-28,2022-10-14,78,67.73,84.03,63.26,230.00,3750.05,24.07,trailing,106550.96
2023-01-25,2023-02-09,15,72.45,69.65,67.23,203.88,-570.75,-3.86,trailing,105980.21
2023-05-17,2023-06-27,41,61.48,64.83,55.86,188.74,633.71,5.46,trailing,106613.92
2023-12-13,2024-01-02,20,59.09,55.06,55.27,278.89,-1122.12,-6.81,stop,105491.80
2024-07-05,2024-07-24,19,46.67,46.18,43.81,368.42,-180.68,-1.05,trailing,105311.11
2025-01-28,2025-02-11,14,30.67,29.71,28.51,487.17,-464.80,-3.11,trailing,104846.31
2025-04-16,2025-06-09,54,24.73,38.34,22.81,544.54,7411.98,55.03,trailing,112258.29
2018-07-06,2018-08-08,33,5.46,5.89,5.07,2554.55,1078.23,7.72,trailing,101078.23
2018-09-27,2018-12-14,78,5.92,6.92,5.56,2857.91,2879.66,17.03,trailing,103957.89
2019-01-14,2019-02-11,28,7.53,7.85,7.07,2257.65,731.55,4.30,trailing,104689.44
2019-02-22,2019-03-01,7,8.47,8.13,7.98,2139.29,-715.04,-3.95,trailing,103974.41
2019-03-18,2019-03-22,4,8.77,8.30,8.33,2372.02,-1095.42,-5.27,stop,102878.99
2019-05-28,2019-06-14,17,9.17,9.17,8.65,1970.92,5.06,0.03,trailing,102884.05
2019-07-04,2019-08-05,32,10.25,10.72,9.57,1522.58,721.82,4.63,trailing,103605.87
2019-10-17,2019-11-19,33,12.02,12.49,11.44,1723.77,803.70,3.88,trailing,104409.57
2020-02-03,2020-02-26,23,13.16,12.59,12.39,1364.25,-766.77,-4.27,trailing,103642.80
2020-04-22,2020-04-24,2,11.22,9.88,9.77,719.32,-962.12,-11.93,trailing,102680.68
2020-05-22,2020-08-04,74,11.71,16.92,10.54,876.71,4566.20,44.46,trailing,107246.88
2020-12-02,2021-01-15,44,16.17,16.38,15.08,980.48,202.97,1.28,trailing,107449.85
2021-04-08,2021-04-19,11,15.61,15.19,14.68,1154.08,-480.59,-2.67,trailing,106969.26
2022-03-29,2022-04-11,13,13.59,13.01,12.54,1019.82,-588.59,-4.25,trailing,106380.67
2022-08-04,2022-08-29,25,10.53,10.92,9.74,1344.96,523.58,3.70,trailing,106904.25
2023-05-17,2023-06-22,36,12.05,12.84,11.23,1307.44,1040.66,6.61,trailing,107944.90
2023-11-10,2024-01-04,55,11.92,12.71,11.16,1414.10,1112.54,6.60,trailing,109057.45
2024-12-11,2024-12-18,7,9.88,9.38,9.31,1930.92,-973.08,-5.10,trailing,108084.37
2025-01-27,2025-02-24,28,10.10,10.37,9.60,2139.55,573.17,2.65,trailing,108657.54
2026-01-15,2026-02-26,42,15.12,18.06,14.30,1330.36,3911.25,19.44,fim_periodo,112568.79
2019-01-17,2019-02-11,25,15.14,15.41,14.43,1320.82,358.25,1.79,trailing,100358.25
2019-06-03,2019-07-19,46,16.19,17.47,15.32,1147.30,1471.35,7.92,trailing,101829.60
2019-09-19,2019-10-02,13,18.84,18.42,18.02,1080.80,-456.27,-2.24,trailing,101373.33
2019-12-13,2020-01-13,31,20.48,20.54,19.68,990.11,57.71,0.28,trailing,101431.04
2020-06-02,2020-06-30,28,15.88,16.34,14.69,851.61,387.76,2.87,trailing,101818.81
2020-11-16,2020-12-21,35,17.30,17.90,16.37,1098.00,657.99,3.46,trailing,102476.80
2021-06-01,2021-06-24,23,15.13,15.33,14.63,1354.23,263.74,1.29,trailing,102740.54
2021-10-25,2021-11-19,25,14.44,14.31,13.63,1258.76,-170.16,-0.94,trailing,102570.38
2022-01-25,2022-03-04,38,13.60,15.08,12.95,1508.25,2237.54,10.91,trailing,104807.92
2022-03-25,2022-04-28,34,16.36,17.33,15.61,1281.03,1234.55,5.89,trailing,106042.47
2022-07-22,2022-08-25,34,18.66,19.51,17.75,1136.66,965.59,4.55,trailing,107008.06
2023-01-11,2023-02-09,29,23.84,24.33,22.66,897.74,441.72,2.06,trailing,107449.78
2023-09-04,2023-09-27,23,24.12,24.18,23.33,891.13,61.64,0.29,trailing,107511.42
2023-12-28,2024-01-25,28,25.86,25.93,25.03,831.49,57.51,0.27,trailing,107568.93
2024-07-12,2024-09-11,61,27.09,30.16,26.48,794.20,2439.19,11.34,trailing,110008.12
2024-12-10,2025-01-03,24,29.89,29.82,28.96,736.18,-48.80,-0.22,trailing,109959.32
2025-01-22,2025-02-13,22,31.66,31.89,30.57,694.64,161.16,0.73,trailing,110120.48
2025-03-05,2025-04-07,33,34.05,35.25,32.74,646.87,779.66,3.54,trailing,110900.14
2025-04-24,2025-05-06,12,36.62,34.15,35.20,605.74,-1492.17,-6.73,stop,109407.98
2025-12-12,2026-01-07,26,33.15,32.96,32.08,660.05,-129.04,-0.59,trailing,109278.93
2018-07-17,2018-08-08,22,10.50,10.67,9.85,1533.45,261.92,1.63,trailing,100261.92
2018-10-02,2018-12-10,69,10.70,12.91,10.01,1448.47,3193.50,20.60,trailing,103455.42
2019-02-14,2019-02-20,6,16.57,15.92,15.52,986.69,-640.56,-3.92,trailing,102814.86
2019-05-29,2019-06-17,19,15.44,15.33,14.57,1180.72,-121.27,-0.67,trailing,102693.60
2019-06-21,2019-07-25,34,16.24,16.14,15.47,1264.71,-121.91,-0.59,trailing,102571.69
2019-10-22,2019-11-08,17,16.38,16.02,15.55,1229.65,-444.49,-2.21,trailing,102127.20
2019-12-18,2020-01-10,23,16.92,16.59,16.24,1207.36,-391.32,-1.92,trailing,101735.88
2020-06-02,2020-06-24,22,10.71,10.81,9.76,1066.47,101.97,0.89,trailing,101837.85
2020-07-20,2020-07-31,11,11.85,11.67,11.11,1381.74,-248.89,-1.52,trailing,101588.96
2020-10-21,2020-10-28,7,11.16,10.66,10.47,1481.83,-736.00,-4.45,trailing,100852.96
2020-11-16,2021-01-05,50,12.82,13.48,11.86,1052.49,698.33,5.18,trailing,101551.28
2021-03-17,2021-04-01,15,13.09,13.07,12.06,982.16,-16.97,-0.13,trailing,101534.32
2021-05-20,2021-06-18,29,14.20,14.85,13.45,1360.10,886.55,4.59,trailing,102420.87
2022-01-17,2022-02-09,23,11.62,11.41,11.13,1763.29,-366.93,-1.79,trailing,102053.93
2022-03-22,2022-04-05,14,11.98,11.68,11.30,1505.25,-442.77,-2.46,trailing,101611.16
2022-05-23,2022-06-07,15,12.03,11.92,11.44,1688.84,-189.10,-0.93,trailing,101422.06
2022-08-04,2022-08-31,27,11.27,11.76,10.80,1799.76,881.93,4.35,trailing,102304.00
2023-11-16,2024-01-09,54,11.00,12.25,10.49,1859.94,2324.46,11.36,trailing,104628.46
2024-04-03,2024-04-12,9,10.81,10.50,10.41,1935.68,-599.27,-2.86,trailing,104029.19
2024-07-10,2024-07-24,14,10.02,9.87,9.72,2075.91,-324.25,-1.56,trailing,103704.95
2025-02-06,2025-02-12,6,10.24,9.70,9.75,2025.62,-1089.69,-5.25,stop,102615.26
2025-03-24,2025-04-07,14,10.50,10.28,10.04,1954.01,-442.06,-2.15,trailing,102173.20
2025-04-24,2025-06-09,46,11.10,12.79,10.54,1835.92,3107.28,15.25,trailing,105280.48
2025-07-03,2025-07-09,6,13.74,13.40,13.15,1532.11,-525.68,-2.50,trailing,104754.81
2025-08-18,2025-08-19,1,13.36,12.92,12.86,1568.17,-688.39,-3.29,trailing,104066.42
2025-09-17,2025-10-06,19,14.37,14.21,13.81,1448.39,-235.57,-1.13,trailing,103830.84
2025-10-24,2025-12-03,40,15.07,15.94,14.49,1377.62,1187.19,5.72,trailing,105018.03
2018-07-13,2018-08-09,27,11.51,12.02,10.75,1313.95,665.24,4.40,trailing,100665.24
2018-10-26,2018-12-17,52,13.52,14.95,12.59,1075.22,1535.12,10.56,trailing,102200.35
2019-07-03,2019-07-16,13,18.82,18.55,17.99,1086.05,-292.76,-1.43,trailing,101907.59
2019-10-22,2019-11-08,17,17.71,17.34,16.88,1150.75,-431.72,-2.12,trailing,101475.88
2019-12-18,2020-01-09,22,18.13,18.05,17.40,1119.34,-91.30,-0.45,trailing,101384.57
2020-06-02,2020-06-24,22,11.77,11.88,10.71,949.16,97.32,0.87,trailing,101481.89
2020-07-21,2020-07-31,10,13.24,12.79,12.40,1207.99,-544.08,-3.40,trailing,100937.81
2020-10-20,2020-10-29,9,12.29,11.89,11.57,1403.94,-569.87,-3.30,trailing,100367.94
2021-03-17,2021-04-01,15,15.16,15.04,13.91,804.58,-93.83,-0.77,trailing,100274.11
2021-05-19,2021-06-22,34,16.43,17.46,15.51,1098.07,1135.03,6.29,trailing,101409.14
2022-01-14,2022-02-09,26,13.95,13.90,13.34,1453.39,-80.43,-0.40,trailing,101328.71
2022-03-21,2022-04-05,15,14.49,14.25,13.69,1268.38,-298.74,-1.63,trailing,101029.97
2022-05-23,2022-06-07,15,14.76,14.60,13.98,1305.00,-203.62,-1.06,trailing,100826.35
2022-08-04,2022-08-31,27,13.68,14.19,13.03,1474.18,750.12,3.72,trailing,101576.47
2023-11-16,2024-01-09,54,12.50,13.66,11.85,1571.43,1824.07,9.29,trailing,103400.54
2024-07-17,2024-07-25,8,11.15,10.76,10.83,1854.00,-727.03,-3.52,stop,102673.51
2025-02-06,2025-02-12,6,11.43,10.73,10.82,1680.89,-1169.64,-6.09,stop,101503.87
2025-03-24,2025-04-08,15,11.60,11.24,11.07,1749.80,-627.85,-3.09,trailing,100876.01
2025-04-23,2025-07-10,78,12.30,15.43,11.61,1471.88,4600.10,25.41,trailing,105476.11
2025-10-27,2025-11-24,28,17.78,18.35,17.06,1186.53,682.09,3.23,trailing,106158.21
2018-04-17,2018-05-08,21,4.94,4.94,4.66,3590.81,19.41,0.11,trailing,100019.41
2018-07-31,2018-08-07,7,4.96,4.60,4.67,3520.58,-1275.02,-7.31,stop,98744.40
2019-01-17,2019-01-28,11,5.32,4.62,5.01,3157.91,-2210.24,-13.16,stop,96534.16
2019-03-11,2019-04-24,44,4.83,5.02,4.56,3571.33,678.62,3.93,trailing,97212.78
2019-06-11,2019-07-05,24,5.31,5.18,5.01,3180.68,-417.89,-2.47,trailing,96794.89
2019-09-12,2019-10-02,20,5.14,4.86,4.87,3640.38,-1016.38,-5.43,stop,95778.51
2019-11-04,2019-11-13,9,5.45,5.25,5.20,3513.19,-721.23,-3.77,trailing,95057.29
2019-12-02,2020-01-27,56,5.77,6.54,5.51,3296.12,2544.54,13.38,trailing,97601.83
2020-07-10,2020-08-27,48,6.42,7.47,6.09,2928.22,3073.20,16.35,trailing,100675.03
2020-11-12,2021-01-26,75,8.67,13.02,8.19,2066.50,8978.47,50.10,trailing,109653.51
2021-06-29,2021-07-30,31,15.33,15.87,14.52,1363.98,742.54,3.55,trailing,110396.05
2021-12-02,2022-01-31,60,12.71,15.77,11.83,1253.87,3844.53,24.13,trailing,114240.58
2022-06-01,2022-06-13,12,18.15,17.30,17.12,1108.92,-943.96,-4.69,trailing,113296.62
2022-11-29,2023-02-01,64,18.41,20.84,17.10,863.79,2093.97,13.17,trailing,115390.59
2023-06-14,2023-06-28,14,16.47,15.47,15.66,1401.41,-1400.75,-6.07,stop,113989.84
2023-11-10,2023-12-12,32,17.19,18.15,16.36,1326.41,1280.69,5.62,trailing,115270.52
2024-07-15,2024-07-22,7,15.42,14.97,14.97,1495.36,-663.43,-2.88,trailing,114607.10
2024-08-27,2024-09-03,7,15.49,14.59,14.92,1479.91,-1324.87,-5.78,stop,113282.22
2024-11-04,2024-11-08,4,15.93,15.34,15.36,1422.07,-844.97,-3.73,stop,112437.25
2025-03-21,2025-04-03,13,15.11,14.61,14.46,1487.87,-752.51,-3.35,trailing,111684.74
2025-09-05,2025-10-09,34,14.76,15.17,14.28,1512.85,618.97,2.77,trailing,112303.71
2018-07-13,2018-08-10,28,8.99,9.17,8.34,1538.21,275.43,1.99,trailing,100275.43
2019-01-30,2019-02-11,12,15.12,15.01,14.32,1254.97,-142.55,-0.75,trailing,100132.88
2019-05-08,2019-05-13,5,15.34,14.66,14.56,1296.27,-872.43,-4.39,trailing,99260.45
2019-05-28,2019-06-14,17,15.67,15.50,14.85,1211.75,-209.74,-1.10,trailing,99050.71
2019-07-04,2019-07-12,8,16.93,15.95,16.17,1170.42,-1141.65,-5.76,stop,97909.06
2019-10-28,2019-11-08,11,15.18,14.62,14.42,1278.56,-712.14,-3.67,trailing,97196.92
2019-12-18,2020-01-10,23,15.94,15.70,15.27,1219.46,-299.41,-1.54,trailing,96897.50
2020-07-17,2020-07-24,7,11.32,10.84,10.62,1391.11,-670.56,-4.26,trailing,96226.95
2020-11-24,2021-01-04,41,11.57,12.31,10.76,1188.11,878.44,6.39,trailing,97105.39
2021-05-20,2021-06-21,32,10.96,11.76,10.49,1772.11,1412.91,7.28,trailing,98518.29
2021-10-15,2021-10-21,6,10.93,10.32,10.36,1729.17,-1053.42,-5.57,stop,97464.87
2022-01-25,2022-03-07,41,11.35,11.72,10.88,1718.00,647.52,3.32,trailing,98112.40
2022-05-20,2022-06-06,17,13.45,13.23,12.67,1251.74,-275.19,-1.63,trailing,97837.21
2022-07-25,2022-09-06,43,13.12,15.06,12.53,1491.25,2889.29,14.77,trailing,100726.50
2023-01-11,2023-03-01,49,14.16,15.73,13.26,1123.85,1769.75,11.12,trailing,102496.25
2023-04-11,2023-05-03,22,16.26,16.98,15.54,1260.42,908.45,4.43,trailing,103404.71
2023-06-02,2023-07-06,34,18.54,20.45,17.78,1115.44,2129.94,10.30,trailing,105534.65
2023-10-16,2023-10-30,14,21.30,20.72,20.50,991.10,-572.06,-2.71,trailing,104962.59
2023-11-27,2024-03-04,98,22.19,25.18,21.35,946.03,2825.61,13.46,trailing,107788.19
2025-01-21,2025-02-21,31,24.28,26.47,23.61,887.90,1949.09,9.04,trailing,109737.29
2025-03-26,2025-04-04,9,27.90,27.10,26.92,786.52,-632.29,-2.88,trailing,109104.99
2025-08-29,2025-10-02,34,21.10,21.47,19.80,839.08,306.29,1.73,trailing,109411.28
2025-11-04,2025-11-18,14,21.97,21.59,21.07,995.97,-383.21,-1.75,trailing,109028.07
2018-06-21,2018-07-23,32,42.38,42.19,38.65,268.05,-51.01,-0.45,trailing,99948.99
2018-08-03,2018-09-20,48,46.22,49.54,43.49,366.06,1217.56,7.20,trailing,101166.55
2018-11-28,2018-12-04,6,45.42,43.57,42.21,315.22,-581.60,-4.06,trailing,100584.96
2019-02-05,2019-02-28,23,44.51,45.01,42.11,420.80,212.38,1.13,trailing,100797.34
2019-09-18,2019-10-02,14,26.10,25.43,24.22,537.86,-356.02,-2.54,trailing,100441.32
2021-08-31,2021-09-20,20,56.14,49.67,52.05,245.52,-1587.34,-11.52,stop,98853.98
2022-05-31,2022-06-10,10,44.50,44.09,41.40,318.88,-130.74,-0.92,trailing,98723.23
2023-04-11,2023-04-20,9,20.78,19.35,19.10,588.34,-841.32,-6.88,trailing,97881.91
2024-02-27,2024-04-10,43,21.12,24.71,19.50,605.33,2173.13,17.00,trailing,100055.04
2025-01-27,2025-02-03,7,14.89,13.11,13.68,827.59,-1473.10,-11.95,stop,98581.94
2018-07-17,2018-08-01,15,4.05,3.92,3.81,4193.04,-506.32,-2.99,trailing,99493.68
2019-04-24,2019-05-16,22,8.47,8.53,7.99,2083.88,120.14,0.68,trailing,99613.81
2019-06-07,2019-07-25,48,10.38,11.72,9.53,1169.22,1572.85,12.96,trailing,101186.66
2019-10-23,2020-01-15,84,13.27,16.24,12.39,1139.99,3380.60,22.34,trailing,104567.26
2022-02-15,2022-03-04,17,22.31,21.38,20.30,521.25,-481.90,-4.14,trailing,104085.36
2022-08-10,2022-08-31,21,23.70,23.14,22.00,611.46,-344.68,-2.38,trailing,103740.69
2022-10-21,2022-10-26,5,25.99,23.93,24.32,618.78,-1277.07,-7.94,stop,102463.61
2023-05-05,2023-08-04,91,22.06,30.45,20.57,689.64,5785.88,38.04,trailing,108249.49
2023-11-10,2024-01-17,68,31.80,34.94,29.71,517.80,1625.99,9.87,trailing,109875.49
2025-01-22,2025-02-26,35,30.06,31.52,28.40,660.73,964.51,4.86,trailing,110840.00
2025-04-28,2025-05-30,32,36.12,38.49,34.04,531.72,1257.43,6.55,trailing,112097.43
2025-06-24,2025-07-08,14,41.31,39.90,39.39,542.70,-765.81,-3.42,trailing,111331.62
2025-09-05,2025-10-07,32,45.71,45.48,43.11,428.86,-97.44,-0.50,trailing,111234.19
2025-10-29,2025-12-05,37,48.96,51.78,46.60,454.42,1283.82,5.77,trailing,112518.01
2026-01-21,2026-02-12,22,57.73,58.50,55.00,389.81,300.15,1.33,trailing,112818.16
2021-11-16,2021-11-23,7,6.85,6.23,6.31,1829.29,-1133.76,-9.04,stop,98866.24
2022-03-25,2022-04-05,11,6.11,5.72,5.73,2547.65,-1004.81,-6.45,stop,97861.42
2022-08-04,2022-09-08,35,5.56,6.45,5.30,3518.69,3107.93,15.88,trailing,100969.36
2023-01-25,2023-02-03,9,6.59,6.29,6.29,3062.30,-930.59,-4.61,trailing,100038.76
2024-08-19,2024-09-11,23,12.95,13.37,12.43,1544.88,641.89,3.21,trailing,100680.65
2025-01-27,2025-02-07,11,13.68,13.17,13.12,1472.21,-743.28,-3.69,trailing,99937.37
2025-03-05,2025-03-11,6,14.53,13.94,13.75,1286.88,-756.03,-4.04,trailing,99181.34
2025-04-23,2025-05-07,14,14.79,14.41,14.12,1341.35,-508.28,-2.56,trailing,98673.06
2025-12-15,2025-12-17,2,16.15,15.65,15.55,1222.05,-609.98,-3.09,trailing,98063.09
2026-01-21,2026-02-26,36,16.68,18.55,16.12,1175.82,2198.78,11.21,fim_periodo,100261.86
2018-03-26,2018-03-28,2,1.95,1.85,1.84,8548.79,-841.30,-5.04,trailing,99158.70
2018-07-05,2018-08-09,35,1.82,1.93,1.69,7611.74,778.07,5.61,trailing,99936.77
2018-12-19,2019-01-31,43,3.10,3.33,2.89,4799.04,1118.81,7.53,trailing,101055.58
2019-02-26,2019-03-07,9,3.45,3.31,3.26,5447.24,-759.23,-4.04,trailing,100296.35
2019-06-06,2019-06-25,19,3.78,3.57,3.55,4238.62,-904.14,-5.64,trailing,99392.21
2019-12-26,2020-01-31,36,3.46,3.78,3.33,5736.97,1829.58,9.20,trailing,101221.78
2020-11-17,2021-01-19,63,3.23,3.93,3.03,5026.73,3510.90,21.65,trailing,104732.69
2021-08-31,2021-10-06,36,4.36,4.46,4.12,4256.44,398.59,2.15,trailing,105131.28
2022-05-23,2022-06-07,15,5.68,5.46,5.37,3337.97,-763.56,-4.02,trailing,104367.71
2022-08-04,2022-08-29,25,5.77,6.05,5.49,3619.50,1037.42,4.97,trailing,105405.13
2023-01-11,2023-01-27,16,6.11,5.86,5.71,2684.81,-673.81,-4.11,trailing,104731.32
2023-04-04,2023-05-05,31,6.21,6.38,5.90,3340.74,548.16,2.64,trailing,105279.48
2023-09-20,2023-09-27,7,7.17,6.85,6.88,2936.23,-953.87,-4.53,stop,104325.61
2023-11-14,2023-11-22,8,7.25,6.28,6.92,2877.86,-2787.33,-13.36,stop,101538.28
2023-12-26,2024-01-19,24,6.55,6.73,6.25,3099.23,561.08,2.76,trailing,102099.36
2024-03-27,2024-04-23,27,7.46,7.62,7.10,2735.97,437.57,2.14,trailing,102536.93
2024-05-21,2024-05-28,7,8.41,8.02,7.98,2396.45,-940.65,-4.67,trailing,101596.29
2024-07-11,2024-08-02,22,8.52,8.51,8.13,2384.44,-37.98,-0.19,trailing,101558.31
2024-11-04,2024-11-28,24,9.79,9.67,9.50,2073.98,-262.20,-1.29,trailing,101296.11
2025-02-03,2025-02-28,25,9.60,9.55,9.15,2110.22,-108.63,-0.54,trailing,101187.48
2025-05-08,2025-06-04,27,9.67,9.80,9.27,2091.76,252.73,1.25,trailing,101440.21
2025-08-28,2025-09-12,15,10.54,10.38,10.08,1924.92,-310.16,-1.53,trailing,101130.05
2025-11-04,2025-11-14,10,11.16,10.86,10.79,1812.97,-542.86,-2.68,trailing,100587.19
2026-02-03,2026-02-06,3,11.84,11.35,11.38,1699.11,-832.56,-4.14,stop,99754.63
2026-02-11,2026-02-26,15,11.92,12.31,11.40,1673.74,652.76,3.27,fim_periodo,100407.39
2018-07-20,2018-07-31,11,8.45,7.89,7.95,1998.40,-1124.90,-6.66,stop,98875.10
2019-05-29,2019-06-17,19,10.15,10.08,9.59,1771.20,-116.21,-0.65,trailing,98758.89
2019-07-30,2019-08-05,6,11.17,10.82,10.63,1768.04,-618.69,-3.13,trailing,98140.20
2019-09-12,2019-10-02,20,11.99,11.53,11.39,1636.50,-755.20,-3.85,trailing,97385.00
2019-10-16,2019-11-12,27,12.59,12.60,11.97,1547.44,16.92,0.09,trailing,97401.92
2020-06-01,2020-08-11,71,14.94,18.76,13.68,773.45,2960.09,25.62,trailing,100362.01
2020-11-16,2020-12-01,15,17.85,17.14,16.57,780.61,-556.21,-3.99,trailing,99805.80
2021-01-05,2021-01-21,16,17.76,17.34,16.50,795.78,-332.39,-2.35,trailing,99473.41
2021-03-17,2021-03-29,12,21.28,20.06,19.29,499.37,-611.25,-5.75,trailing,98862.16
2021-06-10,2021-06-28,18,23.06,21.92,21.60,676.39,-770.35,-4.94,trailing,98091.80
2022-01-27,2022-02-08,12,21.48,20.38,20.13,725.77,-794.08,-5.09,trailing,97297.72
2022-06-02,2022-06-08,6,20.77,19.02,19.29,661.08,-1156.38,-8.42,stop,96141.34
2022-08-02,2022-08-26,24,17.90,19.10,16.88,943.95,1136.30,6.73,trailing,97277.64
2023-12-22,2024-01-16,25,18.54,17.73,17.51,950.01,-770.88,-4.38,trailing,96506.76
2024-07-03,2024-07-23,20,13.90,13.69,13.14,1266.49,-265.96,-1.51,trailing,96240.79
2025-05-02,2025-05-16,14,8.01,7.57,7.36,1471.57,-647.49,-5.49,trailing,95593.30
2026-02-11,2026-02-26,15,6.43,6.64,5.91,1838.33,386.05,3.27,fim_periodo,95979.35
2018-11-14,2018-11-27,13,18.01,17.46,17.25,1110.62,-604.00,-3.02,trailing,99396.00
2018-12-19,2019-01-15,27,18.69,19.03,17.86,1063.75,361.57,1.82,trailing,99757.58
2019-05-07,2019-05-17,10,20.66,19.97,19.98,965.76,-667.28,-3.34,stop,99090.30
2019-07-04,2019-07-24,20,21.72,21.35,20.60,879.85,-328.27,-1.72,trailing,98762.03
2021-06-07,2021-06-16,9,23.09,22.26,22.05,855.42,-711.56,-3.60,trailing,98050.47
2021-08-20,2021-09-24,35,21.60,22.34,20.40,816.57,603.96,3.42,trailing,98654.43
2021-11-10,2021-11-16,6,22.50,21.24,21.16,737.03,-927.88,-5.60,trailing,97726.55
2022-01-24,2022-03-07,42,22.80,24.37,21.69,857.29,1343.52,6.87,trailing,99070.07
2022-08-04,2022-09-09,36,30.68,32.22,29.07,615.40,952.38,5.04,trailing,100022.45
2023-04-05,2023-05-03,28,29.75,30.07,28.00,571.87,179.48,1.05,trailing,100201.93
2023-06-23,2023-08-03,41,32.95,34.59,31.21,576.39,946.79,4.99,trailing,101148.72
2023-11-10,2024-01-08,59,35.66,38.00,34.01,567.30,1327.47,6.56,trailing,102476.19
2024-04-09,2024-04-16,7,36.40,34.89,35.07,563.06,-850.22,-4.15,stop,101625.97
2025-01-27,2025-02-12,16,33.82,33.28,32.62,600.98,-324.53,-1.60,trailing,101301.44
2025-05-27,2025-06-10,14,41.23,40.29,39.31,491.40,-461.91,-2.28,trailing,100839.53
2025-10-27,2026-01-14,79,41.39,51.96,39.99,487.27,5150.39,25.54,trailing,105989.92
2021-04-09,2021-05-12,33,6.51,6.49,5.99,1923.65,-24.88,-0.20,trailing,99975.12
