entry_date,exit_date,dias,entry_price,exit_price,stop_inicial,shares,pnl,pnl_pct,saida,equity_pos
2024-02-20,2024-03-22,31,8.04,7.95,7.75,2676.14,-231.62,-1.08,trailing,107348.89
2024-05-13,2024-05-24,11,7.78,7.65,7.50,2760.79,-339.44,-1.58,trailing,107009.44
2024-07-03,2024-07-31,28,7.75,7.91,7.49,2759.81,429.32,2.01,trailing,107438.77
2025-01-27,2025-02-26,30,7.78,7.97,7.49,2763.12,542.95,2.53,trailing,107981.72
2025-04-22,2025-06-02,41,9.07,9.83,8.65,2381.55,1812.29,8.39,trailing,109794.01
2025-08-12,2025-10-02,51,10.02,10.22,9.62,2191.94,441.03,2.01,trailing,110235.04
2025-10-31,2026-02-26,118,10.67,14.61,10.36,2066.68,8147.13,36.95,fim_periodo,118382.17
2018-07-12,2018-08-08,27,16.07,16.80,15.15,1089.46,792.99,4.53,trailing,100792.99
2018-10-02,2018-12-10,69,17.18,19.71,16.30,1139.82,2876.14,14.69,trailing,103669.13
2019-01-09,2019-02-06,28,21.70,20.75,20.62,955.34,-912.26,-4.40,trailing,102756.88
2019-05-29,2019-06-13,15,20.80,20.37,19.84,987.89,-429.40,-2.09,trailing,102327.48
2019-07-04,2019-07-19,15,22.18,21.83,21.27,922.62,-326.43,-1.60,trailing,102001.05
2019-10-28,2019-11-12,15,22.91,22.01,21.87,890.37,-806.80,-3.95,trailing,101194.25
2019-12-26,2020-01-07,12,23.02,22.29,22.00,879.29,-636.04,-3.14,trailing,100558.22
2020-06-02,2020-06-24,22,16.07,16.44,14.66,713.56,267.89,2.34,trailing,100826.10
2021-05-20,2021-06-23,34,19.05,20.73,18.02,980.93,1645.28,8.81,trailing,102471.38
2022-01-25,2022-02-23,29,16.03,16.90,15.18,1207.48,1052.52,5.44,trailing,103523.91
2022-03-29,2022-04-07,9,18.50,17.80,17.57,1118.08,-776.55,-3.76,trailing,102747.36
2022-05-23,2022-06-08,16,17.19,16.73,16.28,1120.63,-518.00,-2.69,trailing,102229.36
2022-08-04,2022-08-31,27,16.36,17.45,15.60,1250.07,1364.77,6.68,trailing,103594.13
2023-01-18,2023-01-23,5,18.38,17.50,17.40,1060.06,-931.14,-4.78,trailing,102662.99
2023-04-11,2023-05-02,21,17.86,17.47,16.91,1091.38,-423.13,-2.17,trailing,102239.86
2023-06-09,2023-07-11,32,19.52,20.16,18.73,1047.80,677.47,3.31,trailing,102917.33
2024-02-19,2024-03-05,15,25.30,25.29,24.34,813.46,-9.16,-0.04,trailing,102908.17
2024-05-14,2024-05-22,8,25.22,24.49,24.20,816.11,-591.39,-2.87,trailing,102316.78
2024-07-03,2024-08-01,29,25.03,25.43,24.16,817.60,328.43,1.60,trailing,102645.21
2025-01-27,2025-02-24,28,25.83,26.49,24.85,794.72,523.18,2.55,trailing,103168.39
2025-04-22,2025-06-02,41,29.95,33.36,28.65,688.89,2345.76,11.37,trailing,105514.14
2025-08-12,2025-09-12,31,34.50,34.25,33.14,611.72,-149.51,-0.71,trailing,105364.63
2018-05-16,2018-05-24,8,13.56,12.86,12.78,1285.04,-894.34,-5.13,trailing,99105.66
2019-01-09,2019-02-12,34,11.00,11.48,10.37,1586.48,759.89,4.36,trailing,99865.55
2019-10-23,2020-02-03,103,10.37,13.63,9.98,1925.50,6273.56,31.41,trailing,106139.10
2020-04-27,2020-05-21,24,11.96,12.66,10.41,683.09,480.80,5.89,trailing,106619.90
2020-12-30,2021-01-29,30,17.63,18.53,16.68,1119.72,1003.75,5.08,trailing,107623.65
2021-07-05,2021-07-15,10,17.88,17.46,16.99,1203.70,-511.55,-2.38,trailing,107112.11
2021-12-10,2022-01-05,26,17.29,17.30,16.25,1030.08,13.90,0.08,trailing,107126.01
2022-03-18,2022-03-28,10,18.01,17.11,16.95,1005.00,-908.20,-5.02,trailing,106217.81
2022-08-12,2022-08-26,14,14.35,13.91,13.51,1259.63,-552.41,-3.06,trailing,105665.40
2022-10-10,2022-11-21,42,13.72,15.45,13.04,1540.05,2658.90,12.58,trailing,108324.30
