ticker,data,mrs,rsv,atr_ratio,close,variacao,ret_5d,ret_bova_5d,ret_rel_5d,ret_10d,ret_bova_10d,ret_rel_10d,ret_20d,ret_bova_20d,ret_rel_20d,dias_mrs,dias_rsv,mrs_recuo
CSMG3,2025-06-03,1.307,9.845,1.230,22.780,H,-0.626,-0.781,0.155,13.987,0.833,13.154,19.618,1.124,18.494,11.000,3.000,
CSMG3,2025-06-13,12.110,206.588,1.080,25.220,H,4.374,-0.388,4.762,7.145,1.388,5.756,1.399,-1.418,2.817,7.000,3.000,
CSMG3,2025-06-26,18.327,5.771,1.029,26.830,H,3.529,2.956,0.573,-3.313,-0.261,-3.052,-6.554,-2.374,-4.180,15.000,3.000,
CSMG3,2025-06-30,17.306,4.245,1.045,27.030,H,1.680,0.442,1.239,-5.363,-2.768,-2.595,-8.509,-4.858,-3.651,17.000,5.000,
CSMG3,2025-07-02,18.025,40.422,1.023,27.250,H,-4.645,-1.324,-3.321,-7.447,-2.583,-4.864,-7.943,-3.664,-4.279,19.000,7.000,
CSMG3,2025-07-03,18.482,95.080,1.036,27.780,H,-6.609,-3.125,-3.484,-9.496,-3.952,-5.544,-10.052,-5.829,-4.223,20.000,8.000,
CSMG3,2025-07-24,11.751,7.554,0.890,25.070,H,-0.347,-0.688,0.341,-2.505,2.095,-4.600,4.701,0.650,4.051,35.000,6.000,
CSMG3,2025-07-28,11.345,73.331,0.856,24.730,H,-1.329,0.580,-1.909,-0.782,2.515,-3.296,8.792,4.534,4.259,37.000,8.000,
CSMG3,2025-08-22,14.494,66.201,1.084,27.030,H,6.865,2.479,4.386,12.156,3.330,8.826,19.378,5.653,13.725,56.000,3.000,
CSMG3,2025-08-26,14.551,49.278,1.084,27.050,H,6.467,1.801,4.666,13.255,2.712,10.542,21.482,6.218,15.264,58.000,5.000,
CSMG3,2025-08-27,17.898,155.696,1.114,28.130,H,3.744,0.492,3.253,8.313,2.173,6.140,16.947,5.301,11.646,59.000,6.000,
CSMG3,2025-09-02,19.124,139.111,1.150,28.790,H,6.376,0.895,5.480,10.369,2.723,7.647,17.300,4.273,13.027,59.000,3.000,
CSMG3,2025-09-03,21.044,75.640,1.145,29.180,H,4.404,1.673,2.731,10.430,4.186,6.244,15.109,4.128,10.981,59.000,4.000,
CSMG3,2025-09-04,23.278,514.385,1.172,30.000,H,2.834,1.413,1.421,7.150,3.275,3.875,10.783,2.159,8.623,59.000,5.000,
CSMG3,2025-09-08,25.004,156.089,1.183,30.670,H,3.182,1.189,1.993,5.892,2.298,3.593,7.800,1.347,6.452,59.000,7.000,
CSMG3,2025-09-11,24.315,68.761,1.038,30.850,H,4.197,1.836,2.360,6.587,1.658,4.929,5.920,-0.865,6.785,59.000,10.000,
CSMG3,2025-09-12,28.306,119.987,1.062,31.710,H,1.737,2.572,-0.835,4.283,2.320,1.963,3.666,-1.006,4.671,59.000,11.000,
CSMG3,2025-12-01,36.988,181.038,1.114,41.880,H,1.520,-0.161,1.681,2.408,2.489,-0.081,3.787,1.196,2.591,59.000,3.000,
CSMG3,2025-12-02,37.188,17.559,1.142,42.710,H,-1.605,-2.165,0.560,-2.408,-1.779,-0.629,-0.390,0.348,-0.738,59.000,4.000,
CSMG3,2026-01-12,32.889,23.763,0.909,44.510,H,1.123,1.118,0.006,12.604,9.460,3.144,24.421,14.137,10.285,59.000,3.000,
CSNA3,2023-11-20,9.867,175.832,1.425,14.020,H,3.045,-0.254,3.298,9.550,0.581,8.969,19.339,4.106,15.232,3.000,5.000,
CSNA3,2023-11-21,11.341,91.307,1.436,14.140,H,3.257,0.788,2.468,9.706,1.027,8.680,19.413,5.166,14.247,4.000,6.000,
CSNA3,2023-11-22,13.624,76.762,1.404,14.460,H,1.685,0.098,1.587,6.929,-0.352,7.281,14.732,3.823,10.908,5.000,7.000,
CSNA3,2023-11-29,15.764,28.629,1.308,14.710,H,5.157,-0.450,5.606,7.551,2.813,4.737,20.688,6.641,14.046,10.000,3.000,
CSNA3,2023-12-01,20.086,72.705,1.327,15.490,H,0.233,-0.749,0.982,5.070,1.642,3.428,14.103,3.823,10.279,12.000,5.000,
CSNA3,2023-12-04,20.287,13.586,1.236,15.360,H,0.764,0.122,0.642,8.936,3.505,5.431,13.404,3.570,9.834,13.000,6.000,
CSNA3,2023-12-05,21.454,23.581,1.225,15.510,H,-0.175,-0.333,0.159,8.847,4.097,4.750,11.991,4.260,7.731,14.000,7.000,
CSNA3,2023-12-06,22.409,116.720,1.236,15.470,H,2.277,3.278,-1.001,7.297,4.190,3.107,12.376,5.628,6.748,15.000,8.000,
CSNA3,2023-12-19,27.301,39.703,0.947,16.880,H,4.332,1.702,2.629,2.888,0.156,2.732,-7.326,-3.288,-4.038,24.000,3.000,
CSNA3,2024-01-26,25.261,29.070,1.033,16.400,H,-5.727,-1.199,-4.528,-1.982,-0.760,-1.223,-4.570,2.207,-6.777,49.000,3.000,
CSNA3,2024-02-07,24.805,21.927,0.998,16.550,H,3.873,-1.022,4.896,-3.273,-0.444,-2.829,-11.020,-2.306,-8.714,57.000,3.000,
CSNA3,2026-01-12,2.155,16.538,0.985,9.920,H,-7.157,1.118,-8.275,0.403,9.460,-9.057,-0.706,14.137,-14.842,4.000,7.000,
CURY3,2022-02-03,6.124,16.990,1.057,5.660,H,-8.303,1.234,-9.537,-13.478,1.234,-14.712,-19.976,-0.612,-19.364,10.000,3.000,
CURY3,2022-07-12,25.124,47.995,1.160,5.470,H,-2.276,-0.211,-2.065,-7.898,1.317,-9.215,13.789,10.695,3.093,10.000,4.000,
CURY3,2022-07-27,16.008,64.380,1.238,5.290,H,12.881,2.423,10.458,28.116,8.924,19.193,24.515,11.602,12.913,21.000,6.000,
CURY3,2022-07-28,25.146,95.412,1.277,5.780,H,5.570,3.411,2.159,13.291,6.842,6.450,12.658,10.595,2.063,22.000,7.000,
CURY3,2022-07-29,28.195,22.506,1.268,5.940,H,5.788,3.464,2.324,7.759,9.406,-1.647,8.621,9.124,-0.503,23.000,8.000,
CURY3,2022-08-02,25.391,118.011,1.267,5.840,H,6.516,5.546,0.970,10.276,10.278,-0.003,11.153,6.902,4.250,25.000,10.000,
CURY3,2022-08-03,27.045,40.835,1.237,5.970,H,13.497,6.347,7.150,6.748,9.770,-3.022,10.061,5.619,4.443,26.000,11.000,
CURY3,2022-08-31,28.785,8.979,1.015,6.570,H,9.588,0.331,9.257,15.385,0.265,15.120,25.418,-1.918,27.336,46.000,3.000,
CURY3,2022-09-01,30.910,1184.848,1.003,6.730,H,7.065,1.698,5.367,17.283,-0.929,18.211,29.239,-0.122,29.361,47.000,4.000,
CURY3,2022-09-02,34.695,229.935,1.004,6.980,H,3.778,2.297,1.480,13.431,1.055,12.376,33.473,4.958,28.515,48.000,5.000,
CURY3,2022-09-05,37.174,71.359,1.007,7.210,H,0.812,-1.355,2.168,9.137,0.369,8.768,25.279,3.596,21.683,49.000,6.000,
CURY3,2022-09-06,37.561,144.319,1.010,7.080,H,5.998,0.755,5.243,13.754,2.086,11.668,24.095,6.956,17.139,50.000,7.000,
CURY3,2022-09-08,39.224,93.096,0.938,7.200,H,5.290,-0.066,5.356,17.497,3.720,13.777,24.110,6.866,17.244,51.000,8.000,
CURY3,2022-09-13,38.623,207.070,0.898,7.270,H,8.258,1.748,6.510,9.970,-2.150,12.120,22.759,3.655,19.104,54.000,11.000,
CURY3,2022-09-14,43.037,385.956,0.916,7.500,H,7.317,1.321,5.996,8.390,-1.808,10.198,19.219,3.288,15.931,55.000,12.000,
CURY3,2022-09-15,44.927,959.626,0.932,7.580,H,11.594,3.789,7.806,8.696,-2.177,10.873,17.391,1.989,15.403,56.000,13.000,
CURY3,2022-09-16,51.367,72.256,0.931,7.900,H,6.580,2.121,4.459,10.195,0.814,9.380,11.677,4.072,7.606,57.000,14.000,
CURY3,2022-09-27,51.357,17.046,1.021,7.990,H,13.004,7.327,5.677,11.630,5.932,5.698,2.747,3.917,-1.169,59.000,4.000,
CURY3,2022-09-28,53.312,4.209,1.044,8.130,H,8.011,8.109,-0.098,9.991,5.190,4.801,6.121,4.942,1.179,59.000,5.000,
CURY3,2022-09-29,56.241,72.714,1.064,8.240,H,8.444,9.316,-0.872,8.000,4.258,3.742,6.133,8.863,-2.730,59.000,6.000,
CURY3,2022-09-30,60.433,68.500,1.158,8.700,H,3.112,5.937,-2.825,1.346,3.231,-1.886,4.794,5.345,-0.551,59.000,7.000,
CURY3,2022-10-03,61.956,103.650,1.198,9.310,H,-2.987,-0.285,-2.703,-5.189,-0.409,-4.779,-0.236,0.365,-0.601,59.000,8.000,
CURY3,2022-12-08,29.918,36.210,0.966,7.830,H,4.206,-2.964,7.170,13.832,0.348,13.484,13.084,1.863,11.221,59.000,3.000,
CURY3,2022-12-09,30.620,112.180,0.945,7.920,H,-1.386,-4.331,2.945,12.292,2.021,10.271,10.444,1.396,9.048,59.000,4.000,
CURY3,2023-01-23,33.330,15.139,0.992,9.220,H,4.830,0.741,4.089,3.218,-2.456,5.674,2.814,-3.985,6.800,59.000,3.000,
CURY3,2023-01-31,39.580,39.445,1.021,10.030,H,-6.602,-5.226,-1.377,-6.454,-4.925,-1.529,-10.237,-9.013,-1.224,59.000,3.000,
CURY3,2023-04-26,7.935,61.971,0.889,8.410,H,2.201,-0.061,2.261,11.088,5.868,5.220,19.886,7.615,12.270,59.000,6.000,
CURY3,2023-04-27,14.517,48.368,0.918,8.990,H,-1.234,2.391,-3.625,4.420,5.546,-1.127,14.396,8.018,6.378,59.000,7.000,
CURY3,2023-04-28,15.404,16.968,0.924,9.210,H,-5.658,1.576,-7.234,2.379,4.529,-2.150,10.174,5.818,4.356,59.000,8.000,
CURY3,2023-06-05,20.448,0.743,0.972,10.950,H,-3.754,3.482,-7.236,3.891,6.121,-2.230,10.580,5.589,4.991,59.000,3.000,
CURY3,2023-06-06,20.716,33.068,0.975,11.200,H,-1.469,3.637,-5.106,-0.534,4.682,-5.216,9.613,4.295,5.318,59.000,4.000,
CURY3,2023-06-23,15.799,145.481,1.049,11.460,H,4.697,-0.989,5.685,4.175,-0.104,4.279,10.502,0.945,9.557,59.000,4.000,
CURY3,2023-06-30,21.256,258.511,1.087,12.000,H,-0.498,0.893,-1.392,-0.935,-0.184,-0.751,7.290,2.058,5.231,59.000,3.000,
CURY3,2023-07-04,20.741,106.966,1.059,12.110,H,-4.259,-1.250,-3.010,1.235,-1.119,2.354,9.074,1.978,7.096,59.000,5.000,
CURY3,2023-07-05,21.497,50.767,1.050,12.280,H,-2.619,-1.735,-0.884,1.340,-1.804,3.144,7.674,1.010,6.664,59.000,6.000,
CURY3,2023-08-02,25.256,64.001,0.945,13.220,H,2.093,-1.974,4.067,0.622,-4.393,5.015,-4.581,-2.658,-1.924,59.000,4.000,
CURY3,2023-08-10,29.459,35.050,0.923,13.530,H,-6.519,-2.751,-3.769,-0.552,-1.057,0.504,-12.928,-2.489,-10.439,59.000,3.000,
CURY3,2023-08-15,28.813,11.745,0.963,13.300,H,-2.192,0.036,-2.228,-5.059,2.002,-7.061,-6.802,1.860,-8.662,59.000,6.000,
CURY3,2023-09-29,14.317,180.999,1.001,12.560,H,-6.519,-2.201,-4.318,-7.134,-0.186,-6.948,-9.164,-3.703,-5.461,59.000,3.000,
CURY3,2023-10-02,15.036,48.852,1.005,12.470,H,-5.201,0.224,-5.425,-9.288,0.762,-10.050,-8.731,-1.677,-7.053,59.000,4.000,
CURY3,2023-10-10,10.758,94.735,1.126,12.280,H,-10.126,-2.440,-7.686,-7.736,-3.341,-4.395,-0.252,1.812,-2.064,59.000,4.000,
CURY3,2023-10-19,2.563,25.304,1.124,11.170,H,7.602,0.723,6.879,10.574,3.752,6.821,14.789,10.533,4.256,59.000,10.000,
CURY3,2023-11-10,8.696,33.948,1.063,12.740,H,0.667,4.478,-3.812,-0.788,4.213,-5.001,1.852,5.213,-3.362,59.000,4.000,
CURY3,2023-11-13,10.066,60.117,1.057,12.900,H,-3.234,4.229,-7.462,1.437,5.051,-3.613,1.671,4.948,-3.277,59.000,5.000,
CURY3,2023-12-07,5.027,309.418,0.970,13.060,H,8.630,3.753,4.877,6.639,4.955,1.683,6.759,4.334,2.425,59.000,6.000,
CURY3,2023-12-19,5.912,51.128,1.035,13.880,H,0.795,1.702,-0.907,-3.294,0.156,-3.450,4.429,-3.288,7.717,59.000,3.000,
CURY3,2023-12-20,7.382,35.724,1.015,13.950,H,1.638,2.815,-1.177,0.169,1.380,-1.210,4.124,-3.249,7.373,59.000,4.000,
CURY3,2024-01-29,11.997,33.663,1.002,14.580,H,-0.757,-0.713,-0.043,-2.973,-1.218,-1.755,0.757,1.210,-0.454,59.000,4.000,
CURY3,2024-03-13,21.682,0.963,1.041,16.470,H,-0.957,0.868,-1.825,-2.345,-0.257,-2.087,-2.440,-0.523,-1.918,59.000,3.000,
CURY3,2024-03-15,21.282,215.557,1.029,16.270,H,-1.501,0.277,-1.778,-1.937,0.342,-2.279,-11.913,-1.074,-10.839,59.000,5.000,
CURY3,2024-04-01,16.867,24.400,0.958,15.960,H,1.975,1.492,0.483,-10.173,-1.411,-8.762,-0.741,0.389,-1.130,59.000,3.000,
CURY3,2024-04-02,18.367,47.897,0.993,16.250,H,0.146,1.996,-1.851,-11.348,-2.336,-9.013,-4.947,-1.099,-3.848,59.000,4.000,
CURY3,2024-04-25,10.120,61.931,1.023,15.060,H,10.139,3.234,6.905,8.055,2.564,5.491,5.035,-0.223,5.258,59.000,3.000,
CURY3,2024-05-02,13.840,2.372,1.089,15.950,H,0.170,0.949,-0.779,2.071,0.973,1.098,-2.682,-3.802,1.120,59.000,3.000,
CURY3,2024-05-08,14.815,305.391,1.160,16.470,H,-1.324,-1.209,-0.115,-6.181,-2.926,-3.255,0.926,-5.050,5.975,59.000,3.000,
CURY3,2024-05-10,14.793,6.350,1.145,16.270,H,-2.433,0.290,-2.723,-2.795,-2.718,-0.078,-1.139,-5.371,4.232,59.000,5.000,
CURY3,2024-09-03,21.065,167.028,1.028,20.270,H,3.864,0.000,3.864,5.941,0.536,5.405,-5.567,-1.355,-4.212,59.000,3.000,
CURY3,2024-09-04,21.415,123.034,0.997,20.640,H,1.918,-0.884,2.801,4.121,-1.760,5.881,-4.937,-1.911,-3.026,59.000,4.000,
CURY3,2024-09-12,23.976,30.027,0.941,21.020,H,1.122,-0.721,1.843,-8.133,-0.752,-7.381,-9.279,-2.694,-6.586,59.000,3.000,
CURY3,2024-09-13,25.465,40.751,0.938,21.470,H,-4.315,-2.728,-1.587,-10.945,-1.654,-9.292,-11.524,-3.613,-7.912,59.000,4.000,
CURY3,2024-09-16,25.906,1.411,0.934,21.620,H,-8.220,-3.334,-4.886,-12.894,-2.245,-10.649,-11.551,-2.953,-8.598,59.000,5.000,
CURY3,2024-09-18,25.929,27.112,0.937,21.490,H,-9.287,-1.638,-7.649,-8.699,-0.154,-8.545,-8.007,-1.522,-6.485,59.000,7.000,
CURY3,2024-10-29,22.190,483.829,0.997,21.460,H,-6.135,-0.079,-6.057,-9.163,-2.397,-6.766,-19.402,-4.676,-14.727,59.000,4.000,
CURY3,2024-10-30,22.315,47.365,0.962,21.520,H,-6.635,-0.731,-5.904,-8.184,-2.279,-5.905,-18.315,-3.859,-14.456,59.000,5.000,
CURY3,2025-04-11,19.330,29.792,1.029,22.770,H,8.232,2.093,6.140,5.401,5.725,-0.324,18.143,8.395,9.748,54.000,3.000,
CURY3,2025-04-14,20.400,0.674,1.029,23.320,H,4.706,2.112,2.594,5.820,4.129,1.691,14.194,7.642,6.552,55.000,4.000,
CURY3,2025-05-06,27.655,11.605,1.079,25.980,H,3.517,4.011,-0.494,3.103,4.955,-1.851,1.724,3.083,-1.359,59.000,3.000,
CURY3,2025-05-08,27.470,40.690,1.039,26.560,H,0.270,2.278,-2.008,-4.519,0.759,-5.279,0.540,0.158,0.382,59.000,5.000,
CURY3,2025-05-09,29.106,38.233,1.019,26.990,H,0.000,2.154,-2.154,-1.062,0.923,-1.985,-1.726,-0.135,-1.591,59.000,6.000,
CURY3,2025-05-23,24.643,39.026,1.082,26.700,H,-3.858,-0.357,-3.501,-0.671,-1.049,0.378,-4.059,-0.744,-3.315,59.000,5.000,
CURY3,2025-06-02,20.770,214.571,0.993,25.910,H,4.321,-0.651,4.972,1.970,1.849,0.121,4.079,2.186,1.893,59.000,4.000,
CURY3,2025-06-03,22.254,52.610,1.000,26.420,H,3.525,-0.781,4.307,1.119,0.833,0.285,-2.847,1.124,-3.971,59.000,5.000,
CURY3,2025-06-04,23.666,39.034,0.994,26.650,H,0.840,0.120,0.721,-1.143,1.203,-2.346,-1.176,3.072,-4.248,59.000,6.000,
CURY3,2025-07-03,15.444,16.766,0.992,26.330,H,0.850,-3.125,3.975,2.823,-3.952,6.775,0.136,-5.829,5.966,59.000,3.000,
CURY3,2025-08-05,21.382,93.132,0.982,26.960,H,6.977,3.795,3.181,6.977,0.776,6.201,13.289,5.539,7.750,59.000,3.000,
CURY3,2025-08-06,28.553,144.616,1.057,28.900,H,-1.580,1.650,-3.231,-1.611,0.236,-1.847,5.020,4.092,0.929,59.000,4.000,
CURY3,2025-12-04,12.151,31.002,1.119,36.110,H,-8.150,-3.162,-4.988,-12.830,-3.987,-8.843,-12.666,-1.544,-11.122,59.000,6.000,
CURY3,2025-12-12,6.998,356.765,1.090,33.910,H,-6.342,-1.397,-4.946,-6.168,0.317,-6.485,-8.147,3.206,-11.354,59.000,4.000,
CURY3,2025-12-19,1.010,0.921,1.134,31.760,H,0.187,1.739,-1.552,1.057,2.769,-1.712,3.855,11.230,-7.375,59.000,3.000,
CVCB3,2023-12-07,13.615,191.106,0.992,3.740,H,2.139,3.753,-1.614,5.882,4.955,0.927,-9.091,4.334,-13.425,6.000,3.000,
CVCB3,2024-11-19,5.292,8.513,1.427,2.370,H,13.502,-0.625,14.127,8.017,-1.706,9.723,-34.599,-5.429,-29.170,3.000,5.000,
CVCB3,2024-11-21,7.891,141.601,1.421,2.400,H,-2.917,-1.861,-1.056,-2.917,0.736,-3.653,-32.083,-4.547,-27.536,4.000,6.000,
CVCB3,2024-11-22,11.688,26.367,1.450,2.530,H,-5.138,-2.936,-2.202,-18.577,-2.825,-15.752,-34.783,-5.531,-29.252,5.000,7.000,
CVCB3,2024-11-25,21.854,236.122,1.483,2.750,H,-12.000,-3.016,-8.984,-24.364,-1.520,-22.844,-43.636,-6.342,-37.294,6.000,8.000,
CVCB3,2024-11-26,24.979,266.349,1.421,2.840,H,-11.620,-3.135,-8.485,-22.887,-1.477,-21.411,-49.648,-6.861,-42.786,7.000,9.000,
CVCB3,2024-11-29,9.837,24.552,1.428,2.400,H,-14.167,0.114,-14.281,-18.333,-0.564,-17.769,-37.500,-4.267,-33.233,10.000,12.000,
CVCB3,2025-04-03,6.924,20.591,1.264,2.140,H,-0.935,-3.661,2.727,4.206,-1.226,5.431,-3.738,1.780,-5.518,9.000,3.000,
CVCB3,2026-01-13,6.109,18.634,0.974,2.600,H,-8.077,2.420,-10.497,1.923,12.045,-10.122,-3.846,14.666,-18.513,3.000,10.000,
CXSE3,2022-09-15,11.854,85.957,0.773,6.540,H,0.112,3.620,-3.508,-6.027,5.559,-11.585,-3.237,16.708,-19.944,23.000,3.000,
CXSE3,2022-09-19,10.136,74.418,0.836,6.570,H,-3.111,3.033,-6.144,-1.778,5.529,-7.307,-1.222,15.840,-17.062,25.000,5.000,
CXSE3,2022-09-20,10.686,88.494,0.845,6.640,H,-3.846,3.933,-7.779,-3.736,7.478,-11.214,-1.099,15.302,-16.400,26.000,6.000,
CXSE3,2023-01-13,5.495,29.139,0.952,6.350,H,0.837,-3.817,4.655,3.708,-1.785,5.493,0.239,-8.184,8.423,59.000,3.000,
CXSE3,2023-04-12,21.702,64.571,1.261,7.460,H,-1.222,-0.273,-0.949,1.018,-3.724,4.742,6.712,-5.765,12.477,59.000,4.000,
CXSE3,2023-04-13,22.985,111.360,1.253,7.520,H,-1.919,1.972,-3.892,0.738,-2.059,2.797,3.933,-4.462,8.395,59.000,5.000,
CXSE3,2023-04-17,23.333,50.755,1.229,7.550,H,-0.402,-1.773,1.371,-0.091,-4.049,3.957,4.469,-5.765,10.234,59.000,7.000,
CXSE3,2023-04-26,27.203,13.221,1.106,7.590,H,-0.169,-4.042,3.873,5.107,-2.487,7.594,7.323,-9.189,16.512,59.000,3.000,
CXSE3,2023-05-02,25.025,33.896,1.154,7.460,H,4.077,-0.247,4.324,4.828,-1.552,6.380,10.515,-3.085,13.600,59.000,6.000,
CXSE3,2023-06-07,20.141,26.014,1.005,8.510,H,-3.575,5.429,-9.003,-2.822,3.452,-6.274,-3.857,4.978,-8.835,59.000,3.000,
CXSE3,2023-06-09,20.475,27.571,0.987,8.660,H,-6.013,5.585,-11.598,-3.978,3.105,-7.083,-5.273,6.363,-11.636,59.000,4.000,
CXSE3,2023-07-31,11.805,148.144,1.028,8.640,H,-1.946,6.620,-8.566,-0.649,10.072,-10.721,-1.112,9.605,-10.717,59.000,3.000,
CXSE3,2023-08-01,12.177,96.049,1.041,8.650,H,-2.685,5.606,-8.292,-1.111,7.183,-8.294,0.648,6.502,-5.854,59.000,4.000,
CXSE3,2023-08-02,13.046,0.138,1.022,8.690,H,-1.935,4.238,-6.173,-3.041,6.522,-9.563,0.184,6.347,-6.163,59.000,5.000,
CXSE3,2023-08-09,12.415,45.548,1.036,8.520,H,-1.128,2.191,-3.319,1.034,0.686,0.347,3.759,0.405,3.355,59.000,4.000,
CXSE3,2023-08-17,13.290,28.971,1.062,8.410,H,0.095,-1.770,1.865,2.857,-0.501,3.358,9.429,-1.615,11.043,59.000,4.000,
CXSE3,2023-08-21,13.031,114.605,1.071,8.370,H,2.105,-0.304,2.409,10.048,-1.406,11.453,9.091,-0.798,9.889,59.000,6.000,
CXSE3,2023-08-25,12.806,37.931,1.036,8.500,H,5.090,2.486,2.603,6.409,0.708,5.701,7.163,5.052,2.111,59.000,3.000,
CXSE3,2023-08-29,12.800,68.980,1.009,8.710,H,2.116,0.893,1.223,5.888,-0.184,6.072,1.196,2.058,-0.862,59.000,5.000,
CXSE3,2023-08-30,13.354,79.061,1.016,8.710,H,1.564,-1.587,3.151,4.968,-1.061,6.029,3.680,1.734,1.946,59.000,6.000,
CXSE3,2023-08-31,14.072,87.643,0.997,8.650,H,2.870,-1.250,4.120,6.389,-1.119,7.508,3.333,1.978,1.355,59.000,7.000,
CXSE3,2023-09-01,15.804,219.000,1.023,8.930,H,1.256,-1.735,2.991,2.422,-1.804,4.226,-0.090,1.010,-1.100,59.000,8.000,
CXSE3,2023-09-04,19.135,393.485,1.053,9.210,H,-1.391,1.707,-3.098,-0.870,0.616,-1.486,-2.261,2.702,-4.962,59.000,9.000,
CXSE3,2023-09-06,15.935,522.576,1.183,8.840,H,3.351,0.535,2.817,3.442,3.041,0.401,1.812,1.323,0.488,59.000,11.000,
CXSE3,2023-09-08,17.092,159.129,1.172,8.900,H,3.420,0.132,3.289,0.540,3.673,-3.133,1.170,1.292,-0.122,59.000,12.000,
CXSE3,2023-09-13,17.778,103.040,1.127,9.220,H,-0.261,2.141,-2.402,-4.431,2.246,-6.677,-0.956,0.254,-1.210,59.000,15.000,
CXSE3,2023-09-15,16.728,109.214,1.084,9.200,H,-2.785,3.537,-6.322,-2.872,3.133,-6.005,-1.741,-1.387,-0.354,59.000,17.000,
CXSE3,2023-09-28,15.582,125.265,1.148,9.030,H,-0.266,-1.984,1.718,0.710,-3.934,4.644,1.541,-3.773,5.314,59.000,5.000,
CXSE3,2023-10-02,14.581,39.937,1.086,8.920,H,0.808,-1.974,2.782,0.718,-4.393,5.111,1.507,-2.658,4.164,59.000,7.000,
CXSE3,2023-10-11,13.910,132.652,0.845,9.130,H,-0.175,-2.232,2.057,0.383,-1.838,2.221,4.142,-0.674,4.816,59.000,6.000,
CXSE3,2023-10-13,14.696,165.563,0.843,9.090,H,1.145,-2.224,3.369,0.825,0.168,0.658,5.337,0.803,4.534,59.000,7.000,
CXSE3,2023-10-18,12.976,34.592,0.846,8.860,H,3.564,1.742,1.822,2.997,0.853,2.144,5.359,3.197,2.162,59.000,10.000,
CXSE3,2023-10-19,15.821,298.154,0.936,9.110,H,0.560,0.403,0.157,1.202,2.104,-0.901,2.856,2.641,0.215,59.000,11.000,
CXSE3,2023-10-20,17.824,97.020,0.936,9.190,H,-0.316,2.446,-2.762,1.413,3.024,-1.610,1.504,2.988,-1.483,59.000,12.000,
CXSE3,2023-10-27,16.069,24.978,0.866,9.170,H,1.735,0.564,1.171,4.475,0.634,3.841,5.205,-2.511,7.717,59.000,17.000,
CXSE3,2023-10-30,16.264,70.660,0.868,9.120,H,2.569,-0.872,3.441,4.220,-0.140,4.360,4.771,-3.420,8.191,59.000,18.000,
CXSE3,2023-11-06,12.058,34.938,0.954,9.320,H,2.693,0.070,2.623,0.090,-0.035,0.125,4.039,-3.785,7.824,59.000,22.000,
CXSE3,2023-11-08,12.336,85.497,0.954,9.430,H,-0.266,2.975,-3.242,1.242,0.312,0.930,3.549,-2.227,5.776,59.000,24.000,
CXSE3,2023-12-04,5.350,45.303,1.006,9.620,H,3.568,0.224,3.344,5.483,0.762,4.721,11.575,-1.677,13.253,59.000,6.000,
CXSE3,2023-12-05,6.095,229.454,1.018,9.700,H,3.710,3.014,0.696,8.110,0.501,7.610,12.166,1.584,10.581,59.000,7.000,
CXSE3,2023-12-06,6.804,30.259,1.016,9.680,H,4.498,3.013,1.485,8.651,0.381,8.269,12.543,4.148,8.395,59.000,8.000,
CXSE3,2023-12-07,7.187,153.577,1.037,9.770,H,2.742,2.105,0.637,8.398,-0.228,8.625,11.568,4.610,6.958,59.000,9.000,
CXSE3,2023-12-08,7.443,1.476,1.031,9.890,H,1.524,2.060,-0.536,6.689,-1.184,7.873,9.568,4.527,5.041,59.000,10.000,
CXSE3,2023-12-11,8.308,11.496,0.919,9.960,H,1.849,0.537,1.312,6.555,-1.342,7.897,10.420,3.383,7.037,59.000,11.000,
CXSE3,2024-01-24,27.765,135.470,1.205,12.300,H,-3.878,0.098,-3.976,0.408,-0.352,0.760,0.476,3.823,-3.347,59.000,3.000,
CXSE3,2024-01-29,21.206,212.132,1.391,11.800,H,2.270,0.836,1.433,-1.418,0.959,-2.378,2.128,6.323,-4.195,59.000,6.000,
CXSE3,2024-02-21,17.965,91.259,1.210,11.850,H,1.695,1.870,-0.175,8.192,0.063,8.129,18.150,-2.915,21.065,59.000,3.000,
CXSE3,2024-02-22,22.353,46.193,1.171,12.320,H,-2.378,1.702,-4.080,9.443,0.156,9.287,13.111,-3.288,16.399,59.000,4.000,
CXSE3,2024-02-23,23.263,165.549,1.130,12.360,H,-2.099,2.815,-4.914,8.260,1.380,6.880,9.546,-3.249,12.795,59.000,5.000,
CXSE3,2024-02-28,19.089,117.239,0.992,12.050,H,6.389,-1.774,8.163,10.625,-2.191,12.816,10.625,-4.003,14.628,59.000,8.000,
CXSE3,2024-02-29,19.650,1208.704,1.001,12.030,H,12.109,-1.520,13.629,11.065,-2.304,13.368,8.699,-3.955,12.653,59.000,9.000,
CXSE3,2024-03-01,20.253,107.245,0.971,12.100,H,10.581,-1.396,11.977,11.687,-1.971,13.658,6.155,-4.325,10.480,59.000,10.000,
CXSE3,2024-03-04,23.617,38.176,0.980,12.390,H,7.365,-0.909,8.274,8.176,-2.540,10.715,3.108,-4.031,7.139,59.000,11.000,
CXSE3,2024-03-05,25.185,84.303,0.976,12.560,H,6.000,-1.589,7.589,9.733,-3.458,13.191,2.333,-3.907,6.241,59.000,12.000,
CXSE3,2024-03-06,26.869,135.599,0.971,12.820,H,3.982,-0.424,4.406,9.204,-2.976,12.180,2.480,-2.191,4.671,59.000,13.000,
